Anexo;Segmento;item;CEST;NCM;Descri??o
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;840;2108400;8517.62.62;Aparelhos emissores com receptor incorporado de sistema troncalizado (?trunking?), de tecnologia celular
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;850;2108500;8517.62.9;Outros aparelhos de recep??o, convers?o e transmiss?o ou regenera??o de voz, imagens ou outros dados, incluindo os aparelhos de comuta??o e roteamento
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;860;2108600;8517.70.21;Antenas pr?prias para telefones celulares port?teis, exceto as telesc?picas
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;870;2108700;"8214.908510";Aparelhos ou m?quinas de barbear, m?quinas de cortar o cabelo ou de tosquiar e aparelhos de depilar, e suas partes
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;880;2108800;8414.5;Ventiladores, exceto os de uso agr?cola
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;890;2108900;8414.59.90;Ventiladores de uso agr?cola
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;900;2109000;8414.60.00;Coifas com dimens?o horizontal m?xima n?o superior a 120 cm
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;910;2109100;8414.90.20;Partes de ventiladores ou coifas aspirantes
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;920;2109200;"8415.108415.8";M?quinas e aparelhos de ar condicionado contendo um ventilador motorizado e dispositivos pr?prios para modificar a temperatura e a umidade, inclu?dos as m?quinas e aparelhos em que a umidade n?o seja regul?vel separadamente
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;930;2109300;8415.10.11;Aparelhos de ar-condicionado tipo Split System (sistema com elementos separados) com unidade externa e interna
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;940;2109400;8415.10.19;Aparelhos de ar-condicionado com capacidade inferior ou igual a 30.000 frigorias/hora
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;950;2109500;8415.10.90;Aparelhos de ar-condicionado com capacidade acima de 30.000 frigorias/hora
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;960;2109600;8415.90.10;Unidades evaporadoras (internas) de aparelho de ar-condicionado do tipo Split System (sistema com elementos separados), com capacidade inferior ou igual a 30.000 frigorias/hora
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;970;2109700;8415.90.20;Unidades condensadoras (externas) de aparelho de ar-condicionado do tipo Split System (sistema com elementos separados), com capacidade inferior ou igual a 30.000 frigorias/hora
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;980;2109800;8421.21.00;Aparelhos el?tricos para filtrar ou depurar ?gua (purificadores de ?gua refrigerados), exceto os itens classificados no CEST 21.098.01
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;981;2109801;8421.21.00;Outros aparelhos el?tricos para filtrar ou depurar ?gua
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;990;2109900;"8424.30.108424.30.908424.90.90";Lavadora de alta press?o e suas partes
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;1000;2110000;8467.21.00;Furadeiras el?tricas
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;1010;2110100;8516.2;Aparelhos el?tricos para aquecimento de ambientes
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;1020;2110200;8516.31.00;Secadores de cabelo
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;1030;2110300;8516.32.00;Outros aparelhos para arranjos do cabelo
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;1040;2110400;8527;Aparelhos receptores para radiodifus?o, mesmo combinados num mesmo inv?lucro, com um aparelho de grava??o ou de reprodu??o de som, ou com um rel?gio, exceto os classificados na posi??o 8527.1, 8527.2 e 8527.9 que sejam de uso automotivo
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;1050;2110500;8479.60.00;Climatizadores de ar
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;1060;2110600;8415.90.90;Outras partes para m?quinas e aparelhos de ar-condicionado que contenham um ventilador motorizado e dispositivos pr?prios para modificar a temperatura e a umidade, incluindo as m?quinas e aparelhos em que a umidade n?o seja regul?vel separadamente
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;1070;2110700;8525.80.19;C?meras de televis?o e suas partes
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;1080;2110800;8423.10.00;Balan?as de uso dom?stico
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;1090;2110900;8540;Tubos e v?lvulas, eletr?nicos, de c?todo quente, c?todo frio ou fotoc?todo (por exemplo, tubos e v?lvulas, de v?cuo, de vapor ou de g?s, ampolas retificadoras de vapor de merc?rio, tubos cat?dicos, tubos e v?lvulas para c?meras de televis?o)
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;1100;2111000;8517;Aparelhos el?tricos para telefonia outros aparelhos para transmiss?o ou recep??o de voz, imagens ou outros dados, inclu?dos os aparelhos para comunica??o em redes por fio ou redes sem fio (tal como uma rede local (LAN) ou uma rede de ?rea estendida (WAN), inclu?das suas partes, exceto os de uso automotivo e os classificados nos c?digos 8517.62.51, 8517.62.52 e 8517.62.53
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;1110;2111100;8517;Interfones, seus acess?rios, tomadas e ?plugs?
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;1120;2111200;8529;Partes reconhec?veis como exclusiva ou principalmente destinadas aos aparelhos das posi??es 8525 a 8528 exceto as de uso automotivo
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;1130;2111300;8531;Aparelhos el?tricos de sinaliza??o ac?stica ou visual (por exemplo, campainhas, sirenes, quadros indicadores, aparelhos de alarme para prote??o contra roubo ou inc?ndio) exceto os de uso automotivo e os classificados nas posi??es 8531.10 e 8531.80.00.
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;1140;2111400;8531.10;Aparelhos el?tricos de alarme, para prote??o contra roubo ou inc?ndio e aparelhos semelhantes, exceto os de uso automotivo
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;1150;2111500;8531.80.00;Outros aparelhos de sinaliza??o ac?stica ou visual, exceto os de uso automotivo
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;1160;2111600;8534.00;Circuitos impressos, exceto os de uso automotivo
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;1170;2111700;"8541.40.118541.40.218541.40.22";Diodos emissores de luz (LED), exceto diodos ?laser?
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;1180;2111800;8543.70.92;Eletrificadores de cercas eletr?nicos
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;1190;2111900;9030.3;Aparelhos e instrumentos para medida ou controle da tens?o, intensidade, resist?ncia ou da pot?ncia, sem dispositivo registrador exceto os de uso automotivo
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;1200;2112000;9030.89;Analisadores l?gicos de circuitos digitais, de espectro de frequ?ncia, frequenc?metros, fas?metros, e outros instrumentos e aparelhos de controle de grandezas el?tricas e detec??o
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;1210;2112100;9107.00;Interruptores hor?rios e outros aparelhos que permitam acionar um mecanismo em tempo determinado, munidos de maquinismo de aparelhos de relojoaria ou de motor s?ncrono
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;1220;2112200;9405;Aparelhos de ilumina??o (inclu?dos os projetores) e suas partes, n?o especificados nem compreendidos em outras posi??es an?ncios, cartazes ou tabuletas e placas indicadoras luminosos, e artigos semelhantes, contendo uma fonte luminosa fixa permanente, e suas partes n?o especificadas nem compreendidas em outras posi??es, com exce??o dos itens classificados nos CEST 21.123.00, 21.124.00 e 21.125.00
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;123;2112300;"9405.109405.9";Lustres e outros aparelhos el?tricos de ilumina??o, pr?prios para serem suspensos ou fixados no teto ou na parede, exceto os dos tipos utilizados na ilumina??o p?blica e suas partes
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;124;2112400;"9405.20.009405.9";Abajures de cabeceiras, de escrit?rio e lampad?rios de interior, el?tricos e suas partes
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;125;2112500;"9405.409405.9";Outros aparelhos el?tricos de ilumina??o e suas partes
XX;PRODUTOS ELETR?NICOS, ELETROELETR?NICOS E ELETRODOM?STICOS;126;2112600;8542.31.90;"Microprocessador"
XXI;RA??ES PARA ANIMAIS DOM?STICOS;10;2200100;2309;"Ra??o tipo ?pet? para animais dom?sticos?"
XXII;SORVETES E PREPARADOS PARA FABRICA??O DE SORVETES EM M?QUINAS;10;2300100;2105.00;Sorvetes de qualquer esp?cie
XXII;SORVETES E PREPARADOS PARA FABRICA??O DE SORVETES EM M?QUINAS;20;2300200;"180619012106";"Preparados para fabrica??o de sorvete em m?quina?"
XXIII;TINTAS E VERNIZES;10;2400100;"320832093210.00";Tintas, vernizes
XXIII;TINTAS E VERNIZES;20;2400200;"28213204.17.003206";Xadrez e p?s assemelhados, exceto pigmentos ? base de di?xido de tit?nio classificados no c?digo 3206.11.19
XXIII;TINTAS E VERNIZES;30;2400300;"32043205.00.0032063212";"Corantes para aplica??o em bases, tintas e vernizes?"
XXIV;VE?CULOS AUTOMOTORES;10;2500100;8702.10.00;Ve?culos autom?veis para transporte de 10 pessoas ou mais, incluindo o motorista, unicamente com motor de pist?o, de igni??o por compress?o (diesel ou semidiesel), com volume interno de habit?culo, destinado a passageiros e motorista, superior a 6 m?, mas inferior a 9 m?
XXIV;VE?CULOS AUTOMOTORES;20;2500200;8702.40.90;Ve?culos autom?veis para transporte de 10 pessoas ou mais, incluindo o motorista, unicamente com motor el?trico para propuls?o, com volume interno de habit?culo, destinado a passageiros e motorista, superior a 6 m?, mas inferior a 9 m?
XXIV;VE?CULOS AUTOMOTORES;30;2500300;8703.21.00;Autom?veis unicamente com motor de pist?o alternativo de igni??o por centelha (fa?sca*), de cilindrada n?o superior a 1000 cm?
XXIV;VE?CULOS AUTOMOTORES;40;2500400;8703.22.10;Autom?veis unicamente com motor de pist?o alternativo de igni??o por centelha (fa?sca*), de cilindrada superior a 1000 cm?, mas n?o superior a 1500 cm?, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, inclu?do o condutor, exceto carro celular
XXIV;VE?CULOS AUTOMOTORES;50;2500500;8703.22.90;Outros autom?veis unicamente com motor de pist?o alternativo de igni??o por centelha (fa?sca*), de cilindrada superior a 1000 cm?, mas n?o superior a 1500 cm?, exceto carro celular
XXIV;VE?CULOS AUTOMOTORES;60;2500600;8703.23.10;Autom?veis unicamente com motor de pist?o alternativo de igni??o por centelha (fa?sca*), de cilindrada superior a 1500 cm?, mas n?o superior a 3000 cm?, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, inclu?do o condutor, exceto carro celular, carro funer?rio e autom?veis de corrida
XXIV;VE?CULOS AUTOMOTORES;70;2500700;8703.23.90;Outros autom?veis unicamente com motor de pist?o alternativo de igni??o por centelha (fa?sca*), de cilindrada superior a 1500 cm?, mas n?o superior a 3000 cm?, exceto carro celular, carro funer?rio e autom?veis de corrida
XXIV;VE?CULOS AUTOMOTORES;80;2500800;8703.24.10;Autom?veis unicamente com motor de pist?o alternativo de igni??o por centelha (fa?sca*), de cilindrada superior a 3000 cm?, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, inclu?do o condutor, exceto carro celular, carro funer?rio e autom?veis de corrida
XXIV;VE?CULOS AUTOMOTORES;90;2500900;8703.24.90;Outros autom?veis unicamente com motor de pist?o alternativo de igni??o por centelha (fa?sca*), de cilindrada superior a 3000 cm?, exceto carro celular, carro funer?rio e autom?veis de corrida
XXIV;VE?CULOS AUTOMOTORES;100;2501000;8703.32.10;Autom?veis unicamente com motor diesel ou semidiesel, de cilindrada superior a 1500 cm?, mas n?o superior a 2500 cm?, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, inclu?do o condutor, exceto ambul?ncia, carro celular e carro funer?rio
XXIV;VE?CULOS AUTOMOTORES;110;2501100;8703.32.90;Outros autom?veis unicamente com motor diesel ou semidiesel, de cilindrada superior a 1500 cm?, mas n?o superior a 2500 cm?, exceto ambul?ncia, carro celular e carro funer?rio
XXIV;VE?CULOS AUTOMOTORES;120;2501200;8703.33.10;Autom?veis unicamente com motor diesel ou semidiesel, de cilindrada superior a 2500 cm?, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, inclu?do o condutor, exceto carro celular e carro funer?rio
XXIV;VE?CULOS AUTOMOTORES;130;2501300;8703.33.90;Outros autom?veis unicamente com motor diesel ou semidiesel, de cilindrada superior a 2500 cm?, exceto carro celular e carro funer?rio
XXIV;VE?CULOS AUTOMOTORES;140;2501400;8704.21.10;Ve?culos autom?veis para transporte de mercadorias, de peso em carga m?xima n?o superior a 5 toneladas, chassis com motor diesel ou semidiesel e cabina, exceto caminh?o de peso em carga m?xima superior a 3,9 toneladas
XXIV;VE?CULOS AUTOMOTORES;150;2501500;8704.21.20;Ve?culos autom?veis para transporte de mercadorias, de peso em carga m?xima n?o superior a 5 toneladas, com motor diesel ou semidiesel, com caixa basculante, exceto caminh?o de peso em carga m?xima superior a 3,9 toneladas
XXIV;VE?CULOS AUTOMOTORES;160;2501600;8704.21.30;Ve?culos autom?veis para transporte de mercadorias, de peso em carga m?xima n?o superior a 5 toneladas, frigor?ficos ou isot?rmicos, com motor diesel ou semidiesel, exceto caminh?o de peso em carga m?xima superior a 3,9 toneladas
XXIV;VE?CULOS AUTOMOTORES;170;2501700;8704.21.90;Outros ve?culos autom?veis para transporte de mercadorias, de peso em carga m?xima n?o superior a 5 toneladas, com motor diesel ou semidiesel, exceto carro-forte para transporte de valores e caminh?o de peso em carga m?xima superior a 3,9 toneladas
XXIV;VE?CULOS AUTOMOTORES;180;2501800;8704.31.10;Ve?culos autom?veis para transporte de mercadorias, de peso em carga m?xima n?o superior a 5 toneladas, com motor a explos?o, chassis e cabina, exceto caminh?o de peso em carga m?xima superior a 3,9 toneladas
XXIV;VE?CULOS AUTOMOTORES;190;2501900;8704.31.20;Ve?culos autom?veis para transporte de mercadorias, de peso em carga m?xima n?o superior a 5 toneladas, com motor explos?o com caixa basculante, exceto caminh?o de peso em carga m?xima superior a 3,9 toneladas
XXIV;VE?CULOS AUTOMOTORES;200;2502000;8704.31.30,;Ve?culos autom?veis para transporte de mercadorias, de peso em carga m?xima n?o superior a 5 toneladas, frigor?ficos ou isot?rmicos com motor explos?o, exceto caminh?o de peso em carga m?xima superior a 3,9 toneladas
XXIV;VE?CULOS AUTOMOTORES;210;2502100;8704.31.90,;Outros ve?culos autom?veis para transporte de mercadorias, de peso em carga m?xima n?o superior a 5 toneladas, com motor a explos?o, exceto carro-forte para transporte de valores e caminh?o de peso em carga m?xima superior a 3,9 toneladas
XXIV;VE?CULOS AUTOMOTORES;220;2502200;8702.20.00;Ve?culos autom?veis para transporte de 10 pessoas ou mais, incluindo o motorista, com motor de pist?o, de igni??o por compress?o (diesel ou semidiesel) e um motor el?trico, com volume interno de habit?culo, destinado a passageiros e motorista, superior a 6 m?, mas inferior a 9 m?
XXIV;VE?CULOS AUTOMOTORES;230;2502300;8702.30.00;Ve?culos autom?veis para transporte de 10 pessoas ou mais, incluindo o motorista, com motor de pist?o alternativo, de igni??o por centelha (fa?sca) e um motor el?trico, com volume interno de habit?culo, destinado a passageiros e motorista, superior a 6 m?, mas inferior a 9 m?
XXIV;VE?CULOS AUTOMOTORES;240;2502400;8702.90.00;?Outros ve?culos autom?veis para transporte de 10 pessoas ou mais, incluindo o motorista, com volume interno de habit?culo, destinado a passageiros e motorista, superior a 6 m?, mas inferior a 9 m?
XXIV;VE?CULOS AUTOMOTORES;250;2502500;8703.40.00;Autom?veis equipados para propuls?o, simultaneamente, com um motor de pist?o alternativo de igni??o por centelha (fa?sca*) e um motor el?trico, exceto os suscet?veis de serem carregados por conex?o a uma fonte externa de energia el?trica, o carro celular e o carro funer?rio
XXIV;VE?CULOS AUTOMOTORES;260;2502600;8703.50.00;Autom?veis equipados para propuls?o, simultaneamente, com um motor de pist?o por compress?o (diesel ou semidiesel) e um motor el?trico, exceto os suscet?veis de serem carregados por conex?o a uma fonte externa de energia el?trica, exceto o carro celular e o carro funer?rio
XXIV;VE?CULOS AUTOMOTORES;270;2502700;8703.60.00;Autom?veis equipados para propuls?o, simultaneamente, com um motor de pist?o alternativo de igni??o por centelha (fa?sca*) e um motor el?trico, suscet?veis de serem carregados por conex?o a uma fonte externa de energia el?trica, exceto o carro celular e o carro funer?rio
XXIV;VE?CULOS AUTOMOTORES;280;2502800;8703.70.00;Autom?veis equipados para propuls?o, simultaneamente, com um motor de pist?o por compress?o (diesel ou semidiesel) e um motor el?trico, suscet?veis de serem carregados por conex?o a uma fonte externa de energia el?trica, exceto o carro celular e o carro funer?rio
XXIV;VE?CULOS AUTOMOTORES;290;2502900;8703.80.00;"Outros ve?culos, equipados unicamente com motor el?trico para propuls?o?"
XXV;VE?CULOS DE DUAS E TR?S RODAS MOTORIZADOS;10;2600100;8711;"Motocicletas (inclu?dos os ciclomotores) e outros ciclos equipados com motor auxiliar, mesmo com carro lateral carros laterais?"
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;10;2800100;3303.00.10;Perfumes (extratos)
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;20;2800200;3303.00.20;?guas-de-col?nia
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;30;2800300;3304.10.00;Produtos de maquiagem para os l?bios
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;40;2800400;3304.20.10;Sombra, delineador, l?pis para sobrancelhas e r?mel
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;50;2800500;3304.20.90;Outros produtos de maquiagem para os olhos
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;60;2800600;3304.30.00;Prepara??es para manicuros e pedicuros
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;70;2800700;3304.91.00;P?s para maquiagem, incluindo os compactos
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;80;2800800;3304.99.10;Cremes de beleza, cremes nutritivos e lo??es t?nicas
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;90;2800900;3304.99.90;Outros produtos de beleza ou de maquiagem preparados e prepara??es para conserva??o ou cuidados da pele, exceto as prepara??es antissolares e os bronzeadores
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;100;2801000;3304.99.90;Prepara??es antissolares e os bronzeadores
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;110;2801100;3305.10.00;Xampus para o cabelo
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;120;2801200;3305.20.00;Prepara??es para ondula??o ou alisamento, permanentes, dos cabelos
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;130;2801300;3305.90.00;Outras prepara??es capilares
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;140;2801400;3305.90.00;Tintura para o cabelo
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;150;2801500;3307.10.00;Prepara??es para barbear (antes, durante ou ap?s)
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;160;2801600;3307.20.10;Desodorantes (desodorizantes) corporais l?quidos, exceto os classificados no CEST 28.016.01
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;161;2801601;3307.20.10;Lo??es e ?leos desodorantes hidratantes l?quidos
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;162;2801602;3307.20.10;Antiperspirantes l?quidos
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;170;2801700;3307.20.90?;Outros desodorantes (desodorizantes) corporais, exceto os classificados no CEST 28.017.01
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;171;2801701;3307.20.90;Outras lo??es e ?leos desodorantes hidratantes
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;172;2801702;3307.20.90;Outros antiperspirantes
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;180;2801800;3307.90.00;Outros produtos de perfumaria ou de toucador preparados
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;190;2801900;3307.90.00;Outras prepara??es cosm?ticas
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;200;2802000;3401.11.90;Sab?es de toucador em barras, peda?os ou figuras moldados, exceto CEST 28.020.01
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;201;2802001;3401.11.90;Len?os umedecidos
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;210;2802100;3401.19.00;Outros sab?es, produtos e prepara??es org?nicos tensoativos, inclusive papel, pastas (ouates), feltros e falsos tecidos, impregnados, revestidos ou recobertos de sab?o ou de detergentes
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;220;2802200;3401.20.10;Sab?es de toucador sob outras formas
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;230;2802300;3401.30.00;Produtos e prepara??es org?nicos tensoativos para lavagem da pele, em forma de l?quido ou de creme, acondicionados para venda a retalho, mesmo contendo sab?o
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;240;2802400;4818.20.00;Len?os de papel, incluindo os de desmaquiar
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;241;2802401;4818.20.00;Toalhas de m?o
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;250;2802500;8214.10.00;Apontadores de l?pis para maquiagem
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;251;2802501;8214.10.00;Esp?tulas, abre-cartas e raspadeiras
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;252;2802502;8214.10.00;L?minas de esp?tulas, de abre-cartas, de raspadeiras e de apontadores de l?pis
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;260;2802600;8214.20.00;Utens?lios e sortidos de utens?lios de manicuros ou de pedicuros (incluindo as limas para unhas)
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;270;2802700;9603.29.00;Escovas e pinc?is de barba, escovas para cabelos, para c?lios ou para unhas e outras escovas de toucador de pessoas
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;271;2802701;9603.29.00;Vassouras e escovas, mesmo constituindo partes de m?quinas, de aparelhos ou de ve?culos, vassouras mec?nicas de uso manual n?o motorizadas, pinc?is e espanadores cabe?as preparadas para escovas, pinc?is e artigos semelhantes bonecas e rolos para pintura rodos de borracha ou de mat?rias flex?veis semelhantes, outros
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;280;2802800;9603.30.00;Pinc?is para aplica??o de produtos cosm?ticos
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;281;2802801;9603.30.00;Pinc?is e escovas, para artistas e pinc?is de escrever
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;290;2802900;9616.10.00;Vaporizadores de toucador, suas arma??es e cabe?as de arma??es
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;300;2803000;9616.20.00;Borlas ou esponjas para p?s ou para aplica??o de outros cosm?ticos ou de produtos de toucador
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;310;2803100;4202.1;Malas e maletas de toucador
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;320;2803200;9615;Pentes, travessas para cabelo e artigos semelhantes grampos (alfinetes) para cabelo pin?as (?pinceguiches?), onduladores, bobs (rolos) e artefatos semelhantes para penteados, e suas partes
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;330;2803300;"3923.30.003924.90.003924.10.004014.90.907010.20.00";Mamadeiras
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;340;2803400;4014.90.90;Chupetas e bicos para mamadeiras e para chupetas
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;350;2803500;1211.90.90;Outras plantas e partes, para perfumaria, medicina e semelhantes
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;360;2803600;3926.20.00;Vestu?rio e seus acess?rios, de pl?sticos, inclusive luvas
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;370;2803700;3926.40.00;Estatuetas e outros objetos de ornamenta??o, de pl?sticos
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;380;2803800;3926.90.90;Outras obras de pl?sticos
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;390;2803900;4202.22.10;Bolsas de folhas de pl?stico
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;400;2804000;4202.22.20;Bolsas de mat?rias t?xteis
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;410;2804100;4202.29.00;Bolsas de outras mat?rias
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;420;2804200;4202.39.00;Artigos de bolsos/bolsas, de outras mat?rias
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;430;2804300;4202.92.00;Outros artefatos, de folhas de pl?sticos ou mat?rias t?xteis
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;440;2804400;4202.99.00;Outros artefatos, de outras mat?rias
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;450;2804500;4819.20.00;Caixas e cartonagens, dobr?veis, de papel/cart?o, n?o ondulados
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;460;2804600;4819.40.00;Outros sacos, bolsas e cartuchos, de papel ou cart?o
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;470;2804700;4821.10.00;Etiquetas de papel ou cart?o, impressas
XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;480;2804800;4911.10.90;Outros impressos publicit?rios, cat?logos comerciais e semelhantes
