CFOP;Descri????o Resumida do CFOP;Aplica????o
2909;"2.909 - Retorno de bem remetido por conta de contrato de comodato ou loca????o";Classificam-se neste c??digo as entradas de bens recebidos em devolu????o ap??scumprido o contrato de comodato.
2910;2.910 - Entrada de bonifica????o, doa????o ou brinde;Classificam-se neste c??digo as entradas de mercadorias recebidas a t??tulo de bonifica????o, doa????o ou brinde.
2911;2.911 - Entrada de amostra gr??tis;Classificam-se neste c??digo as entradas de mercadorias recebidas a t??tulo de amostra gr??tis.
2912;2.912 - Entrada de mercadoria ou bem recebido p/ demonstra????o;Classificam-se neste c??digo as entradas de mercadorias ou bens recebidos para demonstra????o.
2913;2.913 - Retorno de mercadoria ou bem remetido p/ demonstra????o;Classificam-se neste c??digo as entradas em retorno de mercadorias ou bens remetidos para demonstra????o.
2914;2.914 - Retorno de mercadoria ou bem remetido p/ exposi????o ou feira;Classificam-se neste c??digo as entradas em retorno de mercadorias ou bens remetidos para exposi????o ou feira.
2915;2.915 - Entrada de mercadoria ou bem recebido p/ conserto ou reparo;Classificam-se neste c??digo as entradas de mercadorias ou bens recebidos para conserto ou reparo.
2916;2.916 - Retorno de mercadoria ou bem remetido p/ conserto ou reparo;Classificam-se neste c??digo as entradas em retorno de mercadorias ou bens remetidos para conserto ou reparo.
2917;2.917 - Entrada de mercadoria recebida em consigna????o mercantil ou industrial;Classificam-se neste c??digo as entradas de mercadorias recebidas a t??tulo de consigna????o mercantil ou industrial.
2918;2.918 - Devolu????o de mercadoria remetida em consigna????o mercantil ou industrial;Classificam-se neste c??digo as entradas por devolu????o de mercadorias remetidas anteriormente a t??tulo de consigna????o mercantil ou industrial.
2919;2.919 - Devolu????o simb??lica de mercadoria vendida ou utilizada em processo industrial, remetida anteriormente em consigna????o mercantil ou industrial;Classificam-se neste c??digo as entradas por devolu????o simb??lica de mercadorias vendidas ou utilizadas em processo industrial, remetidas anteriormente a t??tulo de consigna????o mercantil ou industrial.
2920;2.920 - Entrada de vasilhame ou sacaria;Classificam-se neste c??digo as entradas de vasilhame ou sacaria.
2921;2.921 - Retorno de vasilhame ou sacaria;Classificam-se neste c??digo as entradas em retorno de vasilhame ou sacaria.
2922;2.922 - Lan??amento efetuado a t??tulo de simples faturamento decorrente de compra p/ recebimento futuro;Classificam-se neste c??digo os registros efetuados a t??tulo de simples faturamento decorrente de compra para recebimento futuro.
2923;2.923 - Entrada de mercadoria recebida do vendedor remetente, em venda ?? ordem;Classificam-se neste c??digo as entradas de mercadorias recebidas do vendedor remetente, em vendas ?? ordem, cuja compra do adquirente origin??rio, foi classificada nos c??digos 2.120 - Compra para industrializa????o, em venda ?? ordem, j?? recebida do vendedor remetente ou 2.121 - Compra para comercializa????o, em venda ?? ordem, j?? recebida do vendedor remetente.
2924;2.924 - Entrada p/ industrializa????o por conta e ordem do adquirente da mercadoria, quando esta n??o transitar pelo estabelecimento do adquirente;Classificam-se neste c??digo as entradas de insumos recebidos para serem industrializados por conta e ordem do adquirente, nas hip??teses em que os insumos n??o tenham transitado pelo estabelecimento do adquirente dos mesmos.
2925;2.925 - Retorno de mercadoria remetida p/ industrializa????o por conta e ordem do adquirente da mercadoria, quando esta n??o transitar pelo estabelecimento do adquirente;Classificam-se neste c??digo o retorno dos insumos remetidos por conta e ordem do adquirente, para industrializa????o e incorporados ao produto final pelo estabelecimento industrializador, nas hip??teses em que os insumos n??o tenham transitado pelo estabelecimento do adquirente.
2931;2.931 - Lan??amento efetuado pelo tomador do servi??o de transporte, quando a responsabilidade de reten????o do imposto for atribu??da ao remetente ou alienante da mercadoria, pelo servi??o de transporte realizado por transportador aut??nomo ou por transportador n??o-inscrito na UF onde se tenha iniciado o servi??o;"Lan??amento efetuado pelo tomador do servi??o de transporte realizado por transportador aut??nomo ou por transportador n??o-inscrito na Unidade da Federa????o onde se tenha iniciado o servi??o, quando a responsabilidade pela reten????o do imposto for atribu??da ao remetente ou alienante da mercadoria.(ACR Ajuste SINIEF 03/2004) (DECRETO N?? 26.810/2004) (a partir de 01.01.2005)"
2932;2.932 - Aquisi????o de servi??o de transporte iniciado em UF diversa daquela onde esteja inscrito o prestador;Aquisi????o de servi??o de transporte que tenha sido iniciado em Unidade da Federa????o diversa daquela onde o prestador esteja inscrito como contribuinte. (ACR Ajuste SINIEF 03/2004)(DECRETO N?? 26.810/2004) (a partir de 01.01.2005)
2933;2.933 - Aquisi????o de servi??o tributado pelo Imposto Sobre Servi??os de Qualquer Natureza;Aquisi????o de servi??o, cujo imposto ?? de compet??ncia municipal, desde que informado em Nota Fiscal modelo 1 e 1-A. (NR Ajuste SINIEF 06/2005) (a partir de 01.01.2006)
2934;2.934 - Entrada simb??lica de mercadoria recebida p/ dep??sito fechado ou armaz??m geral;"Classificam-se neste c??digo as entradas simb??licas de mercadorias recebidas para dep??sito em dep??sito fechado ou armaz??m geral, cuja remessa tenha sido classificada pelo remetente no c??digo ""6.934 - Remessa simb??lica de mercadoria depositada em armaz??m geral ou dep??sito fechado (AJUSTE SINIEF 14, DE 11 DE DEZEMBRO DE 2009 efeitos a partir de 1?? de julho de 2010- DECRETO 36.465/2011"
2949;2.949 - Outra entrada de mercadoria ou presta????o de servi??o n??o especificado;Classificam-se neste c??digo as outras entradas de mercadorias ou presta????es de servi??os que n??o tenham sido especificados nos c??digos anteriores.
3101;3.101 - Compra p/ industrializa????o ou produ????o rural;"Compra de mercadoria a ser utilizada em processo de industrializa????o ou produ????o rural, bem como a entrada de mercadoria em estabelecimento industrial ou produtor rural de cooperativa.(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua ado????o para fatos geradores ocorridos no per??odo de 01 de novembro a 31 de dezembro de 2005)"
3102;3.102 - Compra p/ comercializa????o;Classificam-se neste c??digo as compras de mercadorias a serem comercializadas. Tamb??m ser??o classificadas neste c??digo as entradas de mercadorias em estabelecimento comercial de cooperativa.
3126;3.126 - Compra p/ utiliza????o na presta????o de servi??o sujeita ao ICMS;Classificam-se neste c??digo as entradas de mercadorias a serem utilizadas nas presta????es de servi??os sujeitas ao ICMS (AJUSTE SINIEF 4, DE 9 DE JULHO DE 2010). efeitos a partir de 1?? de janeiro de 2011- DECRETO 36.465/2011
3127;3.127 - Compra p/ industrializa????o sob o regime de drawback;Classificam-se neste c??digo as compras de mercadorias a serem utilizadas em processo de industrializa????o e posterior exporta????o do produto resultante, cujas vendas ser??o classificadas no c??digo 7.127 - Venda de produ????o do estabelecimento sob o regime de drawback.
3128;3.128 - Compra p/ utiliza????o na presta????o de servi??o sujeita ao ISSQN;Classificam-se neste c??digo as entradas de mercadorias a serem utilizadas nas presta????es de servi??os sujeitas ao ISSQN. (AJUSTE SINIEF 4, DE 9 DE JULHO DE 2010) efeitos a partir de 1?? de janeiro de 2011- DECRETO 36.465/2011
3129;3.129 - Compra para industrializa????o sob o Regime Aduaneiro Especial de Entreposto Industrial (Recof-Sped);Classificam-se neste c??digo as compras de mercadorias a serem submetidas a opera????es de industrializa????o de produtos, partes ou pe??as destinados ?? exporta????o ou ao mercado interno sob o amparo do Regime Aduaneiro Especial de Entreposto Industrial sob Controle Informatizado do Sistema P??blico de Escritura????o Digital (Recof-Sped). (AJUSTE SINIEF 5, DE 7 DE MAR??O DE 2016) efeitos a partir de 1?? de abril de 2016.
3201;3.201 - Devolu????o de venda de produ????o do estabelecimento;"Devolu????o de venda de produto industrializado ou produzido pelo pr??prio estabelecimento, cuja sa??da tenha sido classificada como ""Venda de produ????o do estabelecimento"".(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua ado????o para fatos geradores ocorridos no per??odo de 01 de novembro a 31 de dezembro de 2005)"
3202;3.202 - Devolu????o de venda de mercadoria adquirida ou recebida de terceiros;Classificam-se neste c??digo as devolu????es de vendas de mercadorias adquiridas ou recebidas de terceiros, que n??o tenham sido objeto de industrializa????o no estabelecimento, cujas sa??das tenham sido classificadas como Venda de mercadoria adquirida ou recebida de terceiros.
3205;3.205 - Anula????o de valor relativo ?? presta????o de servi??o de comunica????o;Classificam-se neste c??digo as anula????es correspondentes a valores faturados indevidamente, decorrentes de presta????es de servi??os de comunica????o.
3206;3.206 - Anula????o de valor relativo ?? presta????o de servi??o de transporte;Classificam-se neste c??digo as anula????es correspondentes a valores faturados indevidamente, decorrentes de presta????es de servi??os de transporte.
3207;3.207 - Anula????o de valor relativo ?? venda de energia el??trica;Classificam-se neste c??digo as anula????es correspondentes a valores faturados indevidamente, decorrentes de venda de energia el??trica.
3211;3.211 - Devolu????o de venda de produ????o do estabelecimento sob o regime de drawback;Classificam-se neste c??digo as devolu????es de vendas de produtos industrializados pelo estabelecimento sob o regime de drawback.
3212;3.212 - Devolu????o de venda no mercado externo de mercadoria industrializada sob o Regime Aduaneiro Especial de Entreposto Industrial (Recof-Sped);Classificam-se neste c??digo as compras de energia el??trica utilizada em sistema de distribui????o ou comercializa????o. Tamb??m ser??o classificadas neste c??digo as compras de energia el??trica por cooperativas para distribui????o aos seus cooperados.
3251;3.251 - Compra de energia el??trica p/ distribui????o ou comercializa????o;Classificam-se neste c??digo as aquisi????es de servi??os de comunica????o utilizados nas presta????es de servi??os da mesma natureza.
3301;3.301 - Aquisi????o de servi??o de comunica????o p/ execu????o de servi??o da mesma natureza;Classificam-se neste c??digo as aquisi????es de servi??os de comunica????o utilizados nas presta????es de servi??os da mesma natureza.
3351;3.351 - Aquisi????o de servi??o de transporte p/ execu????o de servi??o da mesma natureza;Classificam-se neste c??digo as aquisi????es de servi??os de transporte utilizados nas presta????es de servi??os da mesma natureza.
3352;3.352 - Aquisi????o de servi??o de transporte por estabelecimento industrial;Classificam-se neste c??digo as aquisi????es de servi??os de transporte utilizados por estabelecimento industrial. Tamb??m ser??o classificadas neste c??digo as aquisi????es de servi??os de transporte utilizados por estabelecimento industrial de cooperativa.
3353;3.353 - Aquisi????o de servi??o de transporte por estabelecimento comercial;Classificam-se neste c??digo as aquisi????es de servi??os de transporte utilizados por estabelecimento comercial. Tamb??m ser??o classificadas neste c??digo as aquisi????es de servi??os de transporte utilizados por estabelecimento comercial de cooperativa.
3354;3.354 - Aquisi????o de servi??o de transporte por estabelecimento de prestador de servi??o de comunica????o;Classificam-se neste c??digo as aquisi????es de servi??os de transporte utilizados por estabelecimento prestador de servi??os de comunica????o.
3355;3.355 - Aquisi????o de servi??o de transporte por estabelecimento de geradora ou de distribuidora de energia el??trica;Classificam-se neste c??digo as aquisi????es de servi??os de transporte utilizados por estabelecimento de geradora ou de distribuidora de energia el??trica.
3356;3.356 - Aquisi????o de servi??o de transporte por estabelecimento de produtor rural;Classificam-se neste c??digo as aquisi????es de servi??os de transporte utilizados por estabelecimento de produtor rural.
3503;3.503 - Devolu????o de mercadoria exportada que tenha sido recebida com fim espec??fico de exporta????o;Classificam-se neste c??digo as devolu????es de mercadorias exportadas por trading company, empresa comercial exportadora ou outro estabelecimento do remetente, recebidas com fim espec??fico de exporta????o, cujas sa??das tenham sido classificadas no c??digo 7.501 - Exporta????o de mercadorias recebidas com fim espec??fico de exporta????o.
3551;3.551 - Compra de bem p/ o ativo imobilizado;Classificam-se neste c??digo as compras de bens destinados ao ativo imobilizado do estabelecimento.
